name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
shanghai,2022-07-29,33.7,28,30.8,40.4,32.7,36.8,24.7,70.6,1.9,100,8.33,rain,0,0,39.6,24.8,123,1006.6,52.9,11.3,224.2,19.5,10,60,2022-07-29T05:08:39,2022-07-29T18:52:15,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-07-30,31.9,27.8,29.7,39.5,32.1,35.7,25.1,76.7,21.3,100,12.5,rain,0,0,36,17.4,63.2,1004.1,44.1,11.7,217.7,18.8,9,30,2022-07-30T05:09:17,2022-07-30T18:51:33,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-07-31,35.4,26.8,30.7,42,29.8,36.2,24.3,69.5,0.2,100,8.33,rain,0,0,36,21.3,320.3,1001.8,47.4,11,166.4,14.5,8,30,2022-07-31T05:09:55,2022-07-31T18:50:49,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-01,35.1,27.7,30.9,41.4,32.1,36.9,24.8,71.4,3.7,100,20.83,rain,0,0,36,25.9,13.3,1004.6,44.5,10.3,261.2,22.6,9,60,2022-08-01T05:10:33,2022-08-01T18:50:04,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-02,35.1,28.4,31.3,46.6,34.6,39.7,26.3,75.7,0,0,0,,0,0,32.4,25.2,143.2,1007.7,26.4,10.1,275.9,23.8,9,30,2022-08-02T05:11:11,2022-08-02T18:49:18,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-03,35.1,28.7,31.4,43.8,34.9,39,25.7,72.5,0,0,0,,0,0,36.7,21.9,149.5,1008.2,41.5,10.9,232.6,20,9,30,2022-08-03T05:11:49,2022-08-03T18:48:31,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-04,35.7,28.8,32.1,44,33.5,39.3,25.1,67.1,0,0,0,,0,0,38.9,23.7,169.4,1007.7,6.5,10.9,284.1,24.6,9,60,2022-08-04T05:12:27,2022-08-04T18:47:42,0.22,Clear,Clear conditions throughout the day.,clear-day,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-05,38.5,29.1,33.3,47,34.9,41.6,25.5,65.2,0.3,100,12.5,rain,0,0,36.4,17.9,174,1005.8,27.1,11.4,224.2,19.2,9,75,2022-08-05T05:13:05,2022-08-05T18:46:52,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-06,36.1,27.3,30.7,46.9,30.2,38,25.5,74.5,0.3,100,8.33,rain,0,0,54,29.6,212.6,1005.6,31.9,11,99.8,8.7,7,75,2022-08-06T05:13:43,2022-08-06T18:46:01,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-07,36.8,27,31.6,43.2,29.7,37.2,24,65.5,0,0,0,,0,0,40.3,21.3,180.4,1005.8,51.9,11.2,310.9,27.2,9,60,2022-08-07T05:14:21,2022-08-07T18:45:09,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-08,36.4,29.2,32.3,42.4,33.5,38,23.8,62.1,0,0,0,,0,0,43.6,24.7,168.9,1006.6,67.1,11,317.9,27.4,10,30,2022-08-08T05:15:00,2022-08-08T18:44:15,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58367099999,ZSSS,58321199999,ZSPD,58362099999"
shanghai,2022-08-09,37.8,29,32.6,45.3,33.7,39.3,24.5,63.5,0,0,0,,0,0,43.9,21.5,175.4,1006.2,77.4,11.1,258.2,22.3,8,30,2022-08-09T05:15:38,2022-08-09T18:43:21,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-10,38.1,29.7,32.9,46.7,35,40.1,24.9,64,12,100,4.17,rain,0,0,43.2,21.3,169.4,1005.8,87,11.2,189.8,16.5,9,30,2022-08-10T05:16:16,2022-08-10T18:42:25,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-11,38.8,29.4,33.4,47.8,36.4,41.2,25.2,63.5,0.6,100,4.17,rain,0,0,43.2,23.9,174.1,1005.6,74.6,10.6,186.9,16.1,9,60,2022-08-11T05:16:54,2022-08-11T18:41:29,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-12,38,29.4,32.2,49.1,34.4,40.6,25.8,69.7,10,100,8.33,rain,0,0,61.2,24.8,158.1,1005.6,59.4,10.8,133.1,11.6,8,75,2022-08-12T05:17:31,2022-08-12T18:40:31,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-13,38.8,28.6,33,49.3,35.1,41.9,26,68.3,0,0,0,,0,0,50.4,24.4,154.9,1004.8,51.4,10.8,172.5,15,8,60,2022-08-13T05:18:09,2022-08-13T18:39:32,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-14,38,28.8,33.1,48.7,35.2,41.6,25.7,66.4,0,0,0,,0,0,37.8,20.4,152.1,1004.7,84.9,11.5,260.5,22.5,8,30,2022-08-14T05:18:47,2022-08-14T18:38:33,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-15,38.2,29.8,33.4,48.6,35,40.8,24.8,62,0,0,0,,0,0,43.9,21.6,177.4,1003.1,83.5,11.5,254.9,22.1,8,30,2022-08-15T05:19:24,2022-08-15T18:37:32,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-16,38.5,28.9,32.8,49.3,34.3,40.2,25,64.5,0.1,100,4.17,rain,0,0,36,19.2,206.7,1003.6,82.6,11.6,168.3,14.4,8,60,2022-08-16T05:20:02,2022-08-16T18:36:31,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-17,35.2,28.7,31.2,44.6,33.7,38.1,25.1,70.6,0.1,100,4.17,rain,0,0,36,23.1,59.3,1006.2,56.4,11.5,178.9,15.4,7,60,2022-08-17T05:20:39,2022-08-17T18:35:28,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-18,35.5,28.8,31.7,45.7,35,39.5,25.7,71.2,0,0,0,,0,0,38.5,22.8,127.8,1005.7,62.7,10.9,199.1,17.1,8,60,2022-08-18T05:21:16,2022-08-18T18:34:25,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-19,38.9,29.7,33.7,48.1,36,42.2,25.6,64.1,0,0,0,,0,0,42.5,19.8,183.4,1003.1,92.3,11.3,251.7,21.7,8,10,2022-08-19T05:21:53,2022-08-19T18:33:20,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-20,37.6,26.7,32.5,49.4,29.9,41.2,26,70.5,0.4,100,4.17,rain,0,0,47,20.9,288.3,1004.3,75.6,11.3,126.7,10.9,4,60,2022-08-20T05:22:30,2022-08-20T18:32:15,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-21,33,27.8,29.6,43.5,32.4,36.7,25.9,80.7,2.3,100,20.83,rain,0,0,43.2,19.2,95.9,1005.5,54.2,10.8,115.8,9.9,5,60,2022-08-21T05:23:07,2022-08-21T18:31:09,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-22,38.2,27.7,32.9,46.8,32.2,40.3,25.1,66.1,0,0,0,,0,0,25.2,17.4,189.5,1003.1,55.8,10.7,226.9,19.3,8,60,2022-08-22T05:23:44,2022-08-22T18:30:03,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-23,38.4,27.3,32.4,47.9,31.3,40.2,25.5,68.9,6,100,4.17,rain,0,0,43.2,24.6,47.3,1005.3,75.8,11.1,188.8,16.3,9,60,2022-08-23T05:24:20,2022-08-23T18:28:55,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-24,29.5,26.9,27.8,33.6,28.9,30.9,22.9,75.1,0,0,0,,0,0,43.2,22.5,45.6,1009.3,88.7,11.7,90.9,7.7,7,10,2022-08-24T05:24:57,2022-08-24T18:27:47,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-25,33.8,27,29.5,42.6,29.3,34.9,24.4,74.2,6.1,100,29.17,rain,0,0,28.8,20.1,82.9,1007.8,77.8,11.7,170.1,14.5,8,30,2022-08-25T05:25:33,2022-08-25T18:26:38,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-26,29.4,27,28.1,32.8,29.7,31.4,23.1,74.5,0.2,100,4.17,rain,0,0,28.8,15.3,70.4,1008.3,69.2,11.5,88.8,7.5,3,10,2022-08-26T05:26:09,2022-08-26T18:25:29,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-27,28,25.3,26.7,31.2,25.3,27.9,21.9,75.4,16,100,16.67,rain,0,0,30.2,17.4,60.5,1010.2,56,10.9,53.3,4.7,2,10,2022-08-27T05:26:46,2022-08-27T18:24:18,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-28,29.7,25.8,27.2,31.1,25.8,27.9,19.7,64.1,0.1,100,4.17,rain,0,0,39.6,22.9,93.4,1011.9,36.6,11.7,163.5,14,9,10,2022-08-28T05:27:21,2022-08-28T18:23:07,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-29,33.7,25.6,29.6,40.1,25.6,33.6,23.5,70.3,0,0,0,,0,0,32,20.9,151.9,1010.3,78.9,11.3,209.6,18,8,10,2022-08-29T05:27:57,2022-08-29T18:21:56,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-30,33.6,26.8,29.1,42.9,29.3,34.5,24.9,78.5,3.8,100,29.17,rain,0,0,36,24,350.2,1009.3,74.7,10.4,188.8,16.3,7,60,2022-08-30T05:28:33,2022-08-30T18:20:44,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-08-31,27.3,23.3,25.2,29.2,23.3,25.4,21.7,81.1,1.8,100,16.67,rain,0,0,28.8,21.1,357.1,1010.6,75.6,10.8,85.6,7.4,5,10,2022-08-31T05:29:09,2022-08-31T18:19:31,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-09-01,29.7,24.2,26.2,30.3,24.2,26.5,18.4,62.9,0,0,0,,0,0,36,27.9,22.7,1012.7,48,11.7,193.6,16.7,7,10,2022-09-01T05:29:44,2022-09-01T18:18:18,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-09-02,27.8,24.2,25.6,29.7,24.2,26,20.7,74.9,2.8,100,25,rain,0,0,50.4,38.1,22.6,1010.1,73.1,11.2,85,7.4,3,10,2022-09-02T05:30:20,2022-09-02T18:17:05,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-09-03,30.4,24.1,27,37.1,24.1,30.3,24.9,88.7,14,100,16.67,rain,0,0,46.8,21.9,40.8,1005.4,83.8,9.7,106.9,9.1,5,30,2022-09-03T05:30:55,2022-09-03T18:15:51,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-09-04,31.2,24.8,27.6,37.5,24.8,30.5,24.8,85,4.6,100,12.5,rain,0,0,46.8,34.5,31.4,1002.7,71.5,11,128.9,11.1,6,30,2022-09-04T05:31:30,2022-09-04T18:14:36,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-09-05,24.6,21.2,23.4,24.6,21.2,23.4,21.6,89.7,20.5,100,16.67,rain,0,0,68.4,42.3,337.4,1000.1,87.7,9.5,26.2,2.3,1,10,2022-09-05T05:32:05,2022-09-05T18:13:21,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-09-06,30.8,20.1,25.3,33.5,20.1,26.1,19.8,72.6,0,0,0,,0,0,57.6,15.3,239.7,1011.8,24,10.4,215.2,18.5,8,10,2022-09-06T05:32:41,2022-09-06T18:12:06,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-09-07,34.1,22.7,28,37.4,22.7,29.5,20.6,66.5,0,0,0,,0,0,28.8,16.2,162.3,1015.8,39.3,9.8,242.4,21,8,10,2022-09-07T05:33:16,2022-09-07T18:10:50,0.38,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-09-08,32.1,23.5,27.4,34,23.5,28.1,19.1,61.5,0,0,0,,0,0,28.8,18.6,89.3,1016.4,60,11.5,183.1,15.8,7,10,2022-09-08T05:33:51,2022-09-08T18:09:34,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-09-09,29.6,23,25.8,29.8,23,25.9,17,59,0,0,0,,0,0,32.4,18.3,48.4,1016.2,68.7,11.7,215.4,18.5,9,10,2022-09-09T05:34:26,2022-09-09T18:08:18,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-09-10,29.9,21.7,26,30.4,21.7,26.3,18.6,65,0.1,100,4.17,rain,0,0,28.8,15.3,66.8,1014.3,55.6,11.1,253.2,21.9,9,10,2022-09-10T05:35:01,2022-09-10T18:07:01,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-09-11,29.7,23.2,26.3,32,23.2,27.2,20.9,72.7,0.3,100,12.5,rain,0,0,25.2,20.4,29.4,1012.3,43.7,11,183,15.8,10,10,2022-09-11T05:35:35,2022-09-11T18:05:44,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-09-12,26.8,23,24.6,29,23,24.9,22.4,87.8,6,100,8.33,rain,0,0,33.8,17.8,11.8,1010.8,60.5,10.5,65.3,5.8,3,10,2022-09-12T05:36:10,2022-09-12T18:04:27,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-09-13,25.5,22.9,23.9,25.5,22.9,23.9,22.5,91.9,9.5,100,20.83,rain,0,0,50.4,27.6,30.7,1009.8,90.3,10.9,32.1,2.8,2,10,2022-09-13T05:36:45,2022-09-13T18:03:10,0.59,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-09-14,26,23.3,24.7,26,23.3,24.7,23.9,95.4,42,100,25,rain,0,0,64.5,41.4,11.6,1003.8,90.7,8.8,39.5,3.2,2,10,2022-09-14T05:37:20,2022-09-14T18:01:53,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-09-15,26.2,22.9,24.2,26.2,22.9,24.2,21.8,86.4,58.1,100,16.67,rain,0,0,82.8,57.9,250.1,999.6,89.3,10.1,69.5,5.8,4,10,2022-09-15T05:37:55,2022-09-15T18:00:35,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58367099999,ZSSS,58321199999,ZSPD,58362099999"
shanghai,2022-09-16,29.4,22,25.6,31.4,22,26.5,21,76.8,1.6,100,20.83,rain,0,0,36,15.6,273.9,1006.3,56,10.2,151.3,13.1,7,10,2022-09-16T05:38:30,2022-09-16T17:59:17,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-09-17,30.1,22.9,26.3,32.5,22.9,27.2,21.5,76.3,0.3,100,12.5,rain,0,0,25.2,17.8,9.7,1007,30.8,9.8,231.9,19.9,8,10,2022-09-17T05:39:05,2022-09-17T17:57:59,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-09-18,28.5,23.6,25.4,30.8,23.6,25.8,20.9,76.5,0.9,100,16.67,rain,0,0,46.8,27.6,339.4,1005.8,66.9,11.1,109.2,9.4,5,10,2022-09-18T05:39:40,2022-09-18T17:56:42,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-09-19,28,21.3,24.6,28.4,21.3,24.8,17.2,64.6,0,0,0,,0,0,46.8,33.3,345.7,1009,30.2,11,240.3,20.8,8,10,2022-09-19T05:40:15,2022-09-19T17:55:24,0.78,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-09-20,26.3,19.3,22.4,26.3,19.3,22.4,15.2,64.5,0,0,0,,0,0,39.6,29.1,8.1,1014.3,51.2,11.7,240,20.6,10,10,2022-09-20T05:40:51,2022-09-20T17:54:06,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-09-21,24.9,20.2,22.4,24.9,20.2,22.4,15.3,64.7,0,0,0,,0,0,36,16.8,37.3,1015.9,33.6,11.9,145.6,12.5,6,10,2022-09-21T05:41:26,2022-09-21T17:52:48,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-09-22,27.7,18.8,23.7,28.4,18.8,23.9,17.5,68.7,0,0,0,,0,0,25.2,14.4,144.2,1013.2,61.1,11.4,168.8,14.7,9,10,2022-09-22T05:42:01,2022-09-22T17:51:30,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-09-23,27.8,19.4,23.1,28.3,19.4,23.2,16.4,67.3,0,0,0,,0,0,39.6,28.2,7.6,1015.7,63.5,11.3,174.4,15.1,9,10,2022-09-23T05:42:37,2022-09-23T17:50:12,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-09-24,25.7,18.4,21.8,25.7,18.4,21.8,13.4,59.3,0,0,0,,0,0,39.6,18.9,43.9,1017.8,50.6,11.5,162.2,13.8,7,10,2022-09-24T05:43:13,2022-09-24T17:48:54,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-09-25,27.2,20.2,22.9,27.4,20.2,22.9,15.4,63.3,0,0,0,,0,0,25.2,19.5,35,1015.7,46.3,11.7,131.4,11.3,6,10,2022-09-25T05:43:49,2022-09-25T17:47:37,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-09-26,25.9,19.6,22.9,25.9,19.6,22.9,17.8,73.9,0.1,100,4.17,rain,0,0,26.3,21.9,34.2,1015.6,51.9,11.3,121.6,10.4,8,10,2022-09-26T05:44:25,2022-09-26T17:46:19,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-09-27,27.9,22,24.2,28.3,22,24.2,16.9,65.5,0.4,100,8.33,rain,0,0,26.3,18.3,74.9,1014.9,47,11.7,151.1,13.1,7,10,2022-09-27T05:45:01,2022-09-27T17:45:02,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-09-28,24.1,19.9,21.8,24.1,19.9,21.8,18.4,81.8,2.8,100,8.33,rain,0,0,25.2,21.6,45.2,1013.4,76.5,10.9,32.7,2.7,2,10,2022-09-28T05:45:37,2022-09-28T17:43:45,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-09-29,26.7,20.2,23.2,26.7,20.2,23.2,19.2,79.2,0.1,100,4.17,rain,0,0,25.2,12.6,71.4,1014.2,57.7,11.7,143.4,12.3,9,10,2022-09-29T05:46:14,2022-09-29T17:42:28,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-09-30,26.2,21.6,24.1,26.2,21.6,24.1,21.3,84.2,0.1,100,4.17,rain,0,0,28.4,38.1,121.3,1014.5,83.8,11.3,40.3,3.3,1,10,2022-09-30T05:46:50,2022-09-30T17:41:12,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-10-01,32.3,23.8,27.5,38.1,23.8,29.9,23.5,80.1,0,0,0,,0,0,41,21.3,132,1013.5,33.2,9.6,203.6,17.7,7,30,2022-10-01T05:47:27,2022-10-01T17:39:56,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-10-02,34.1,24.8,28.7,38.4,24.8,31.2,22.6,70.8,0,0,0,,0,0,45.7,21,165.5,1012,16.7,11.4,229.2,19.9,8,15,2022-10-02T05:48:05,2022-10-02T17:38:40,0.22,Clear,Clear conditions throughout the day.,clear-day,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-10-03,35.8,25.8,30,42.4,25.8,33.7,23.7,70.8,0,0,0,,0,0,40.7,19.5,173,1011.4,0.3,11.5,211.4,18,8,30,2022-10-03T05:48:42,2022-10-03T17:37:24,0.25,Clear,Clear conditions throughout the day.,clear-day,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-10-04,27.8,18.5,22.5,31.4,18.5,23.3,18.5,78.6,0.4,100,8.33,rain,0,0,50.4,38,10.6,1017.4,75,11.5,27.1,2.2,1,15,2022-10-04T05:49:20,2022-10-04T17:36:09,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-10-05,21,14.9,18.3,21,14.9,18.3,12.2,68.4,0.1,100,4.17,rain,0,0,43.9,29.7,15.8,1022.8,76,11.7,120.8,10.6,4,10,2022-10-05T05:49:58,2022-10-05T17:34:54,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,58362099999"
shanghai,2022-10-06,18.8,14.4,16.3,18.8,14.4,16.3,14,86.4,4.8,100,16.67,rain,0,0,39.6,24,23.5,1022.2,92,10.4,27,2.5,2,10,2022-10-06T05:50:36,2022-10-06T17:33:40,0.37,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-10-07,18.7,14.2,16.5,18.7,14.2,16.5,12.6,79.4,13,100,12.5,rain,0,0,32.4,18.9,6.6,1023.3,81.8,10.7,44.8,3.7,4,10,2022-10-07T05:51:14,2022-10-07T17:32:26,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-10-08,20.1,15.2,17.7,20.1,15.2,17.7,12.1,70.7,3.3,100,12.5,rain,0,0,36,13,47.7,1022.8,38.9,11.5,78.8,6.7,3,10,2022-10-08T05:51:53,2022-10-08T17:31:13,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
shanghai,2022-10-09,21.4,14.2,17.6,21.4,14.2,17.6,11.4,69.3,1,100,8.33,rain,0,0,39.6,27.7,315.3,1021.5,53.5,11,108,9.2,5,10,2022-10-09T05:52:32,2022-10-09T17:30:00,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"58367099999,ZSSS,58321199999,ZSPD,E3870,58362099999"
